datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:20:17,bolacha,0.8551698923110962,Padrao,0.9996596574783325,0.0003391894861124456,1.1474954817458638e-06,0.9996596574783325
