datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:22:13,bolacha,0.8818174600601196,Padrao,0.8137726783752441,0.18360990285873413,0.002617425052449107,0.8137726783752441
