datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:16:22,bolacha,0.8822627663612366,Claro,0.9953736662864685,0.9953736662864685,0.003487029578536749,0.0011393772438168526
