datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:15:22,bolacha,0.8806702494621277,Escuro,0.998664140701294,0.00034711003536358476,0.998664140701294,0.0009886850602924824
