datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 14:55:37,bolacha,0.8748456239700317,Claro,0.9999994039535522,0.9999994039535522,5.376009539759252e-07,2.01586995984826e-08
