datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 11:54:23,bolacha,0.8699729442596436,Claro,0.5788386464118958,0.5788386464118958,0.36751505732536316,0.053646270185709
