datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:20:01,bolacha,0.8661014437675476,Padrao,0.9990550875663757,0.00067992223193869,0.00026494156918488443,0.9990550875663757
