datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-15 08:28:59,bolacha,0.8185871839523315,Escuro,0.9020810723304749,0.039357658475637436,0.9020810723304749,0.05856120213866234
