datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:20:06,bolacha,0.8799012303352356,Padrao,0.997833788394928,0.0021141492761671543,5.207322465139441e-05,0.997833788394928
