datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-15 08:32:27,bolacha,0.8425713181495667,Padrao,0.9908246397972107,0.00917393434792757,1.407266836395138e-06,0.9908246397972107
