datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-15 08:28:57,bolacha,0.8346474170684814,Escuro,0.9977105855941772,0.0016714077210053802,0.9977105855941772,0.0006179728079587221
