datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-15 08:32:15,bolacha,0.8398762941360474,Escuro,0.9998810291290283,2.558091409810004e-06,0.9998810291290283,0.0001164194181910716
