datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:20:25,bolacha,0.5381229519844055,Claro,0.6129229664802551,0.6129229664802551,0.033672913908958435,0.3534042239189148
