datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 11:54:58,bolacha,0.8074396252632141,Padrao,0.9302605986595154,0.0695328414440155,0.0002065660955850035,0.9302605986595154
