datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 16:44:09,bolacha,0.7524310946464539,Padrao,0.9752449989318848,0.024754952639341354,7.624653619586752e-08,0.9752449989318848
