datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:20:02,bolacha,0.8842707276344299,Padrao,0.9994756579399109,0.0004305955080781132,9.380432311445475e-05,0.9994756579399109
