datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-14 17:22:15,bolacha,0.8858103156089783,Padrao,0.9758456349372864,0.007027699612081051,0.01712672971189022,0.9758456349372864
