datahora,classe,confclasse,principal_cor,principal_confcor,conf_Claro,conf_Escuro,conf_Padrao
2023-09-15 08:40:17,bolacha,0.821865439414978,Padrao,0.9186633229255676,0.0805664137005806,0.0007702560978941619,0.9186633229255676
